t,var_pred,cvar_pred,actual
252,-0.04767706812945133,-0.060624209383396736,-0.017602970778235815
253,-0.04842866904742053,-0.06758412492742367,-0.02064467655331063
254,-0.017841687963331413,-0.034096538012740214,0.02247711675090526
255,-0.03297456043621419,-0.04155414608500119,0.019418760658421116
256,-0.06044643009395424,-0.06916645550709775,-0.006853469271492079
257,-0.0920155461978335,-0.09502579630831785,0.029173416788070172
258,-0.03783450067240487,-0.0443489154666747,0.024222173087035313
259,-0.01836777628944605,-0.022080601621044003,-0.002774963434064196
260,-0.022371300624004282,-0.033209472070601403,-0.06380209861399314
261,-0.06709895853331722,-0.0850756980739401,-0.016363779763300036
262,-0.04360052854351489,-0.05798163135668172,-0.03539091677149253
263,-0.06054651182155342,-0.09408390272782514,-0.010203021154655566
264,-0.08296028020418679,-0.12719087956445543,0.0323849268374807
265,-0.08393338963955121,-0.12488595181153885,-0.03539497176044313
266,-0.05545228177610834,-0.06834032740531353,0.032976044019506844
267,-0.04903083047697837,-0.08354408290993662,0.006255912944324117
268,-0.13087612434603102,-0.20329554325916074,-0.01758032556762567
269,-0.06460690438137907,-0.1098841797041373,-0.032877504046246994
270,-0.1161258902940871,-0.16922879908408028,0.002822960224243932
271,-0.08090090720890795,-0.09547297742931207,-0.01307426316382555
272,-0.06823192376754746,-0.10317487867943109,0.03405897977599281
273,-0.07276564009590569,-0.1084221741558182,0.027808938958505707
274,-0.12212280584126858,-0.17820771859192375,-0.009006943491818803
275,-0.1331442201898698,-0.18515767271049574,0.017846526795929192
276,-0.13514945799803935,-0.1761738376189326,-0.038345956874768494
277,-0.14110175320433727,-0.22037854098889423,0.0062156204856254945
278,-0.22118671583601335,-0.29039058769598014,0.0068553402659932376
279,-0.14871925354635754,-0.20621564493567712,-0.008239196757802842
280,-0.22731005556237116,-0.3593995537819183,0.02242610979455669
281,-0.1329369988194527,-0.17982482064758518,0.026654295162721622
282,-0.06390167772749782,-0.07951200679513656,0.0049877453428987
283,-0.055028492293741745,-0.08555962466647922,-0.0030033294140615428
284,-0.20599596032980724,-0.25641987583998627,-0.011222425782679828
285,-0.059295573872096684,-0.08831850273939254,0.018934399141738875
286,-0.11505484052429053,-0.13662368072354797,-0.03445318502293645
287,-0.20246457531767467,-0.2972275834822865,-0.027764730613045917
288,-0.07790556033736998,-0.1236040615836332,0.0020372312647437417
289,-0.05473274276619188,-0.14873611768582362,0.004743588200394986
290,-0.04189588470320348,-0.056627802709892906,-0.019147186713807076
291,-0.04178785242836237,-0.08618498646601225,-0.0009323166090364684
292,-0.06564804867228184,-0.08418917455190413,0.010406941376308907
293,-0.08403724828547691,-0.1368063813537953,0.008345137424263965
294,-0.11526046414154717,-0.15075293772049872,-0.00792896979194595
295,-0.13490460124680093,-0.18431817525772662,-0.03275236150716165
296,-0.11240921919997225,-0.1474236724130789,-0.019709981200865638
297,-0.08618490151673865,-0.12964940349808443,0.008656766591065127
298,-0.06286867108943091,-0.08828627691804278,-0.026237166850943634
299,-0.06227927842161316,-0.09669173905902002,0.016722039263046325
300,-0.10725401162491907,-0.14427836513600847,-0.018100739416035568
301,-0.05179006981699878,-0.07201322938181429,0.017069751373213142
302,-0.07325877468045672,-0.133905290095846,0.038155564263315164
303,-0.11724257801701314,-0.18197378253319413,0.02110512248787214
304,-0.04049196723579464,-0.059876200830481056,-0.007154907572551497
305,-0.05406423638594852,-0.08322018781196996,0.013418426941530072
306,-0.0648073290745945,-0.12518073391731438,0.004444950148910318
307,-0.03617935683367596,-0.07829786453582124,-3.5571770333755804e-05
308,-0.017088366725290634,-0.05379968616433099,0.04624140672188046
309,-0.04981187089260944,-0.0827577328635397,-0.00040824387386155725
310,-0.056624032168971924,-0.09281741649204486,0.01541471033603829
311,-0.010049814679866976,-0.019645963447508692,0.032277849355218144
312,-0.07775174340330136,-0.09884562893431155,0.008528667167411222
313,-0.01551064652300919,-0.04657048551036446,-0.04288624735610465
314,-0.02199924363140674,-0.033615068233557484,0.014269065715578424
315,-0.0034227658193109107,-0.012267578913091371,0.012957985125214675
316,-0.0013176789481551918,-0.011840805217615734,0.04806868124685913
317,-0.011765995655607637,-0.019390007897797993,0.014085734669678393
318,0.050734217910931946,0.03359394465284669,0.026169899758864138
319,0.016294773425480583,0.010267123595052854,-0.0002692303213719887
320,-7.434680745580753e-05,-0.052691674442343496,0.012060267655323522
321,0.006087160566209902,0.002870542362993711,0.0295794105677314
322,0.011342631398155027,-0.0003065640075965809,-0.03345971859157479
323,-0.016703235096107338,-0.04812539086328172,0.004412243809254642
324,-0.012963377074057262,-0.02595338296420795,-0.0021592272494664116
325,-0.02969839614366089,-0.038178161179040986,-0.003500255285772585
326,-0.035205193080339155,-0.04976733336692389,-0.010454721991796463
327,-0.016083231030187824,-0.025447624715901496,0.027659418670333946
328,-0.024677879050506658,-0.04247416268827185,0.016525964450570363
329,0.0025101827076387377,-0.007634397301543561,-0.003093193848489998
330,-0.036430015337062714,-0.062219987497108706,-0.031514430647232416
331,-0.060444846298539065,-0.09126453003377387,0.03265209771732386
332,-0.02453217904069481,-0.03716458679434175,0.05053019692695566
333,-0.024383586488488106,-0.05817973802349759,0.002159653773205986
334,-0.0630558545632345,-0.06850017936790773,-0.010114016944416868
335,-0.022789482647520447,-0.04038246492393948,0.016103852322857194
336,-0.03325225065542908,-0.059051203434000735,-0.017304583283461062
337,-0.08228722318476592,-0.12977555987517725,-0.018424797007042516
338,-0.06907788475965546,-0.111943519896439,0.03496908027085117
339,-0.08037763408131594,-0.11200729620208426,-0.012533762676350726
340,-0.06171984505446218,-0.10989437507865174,-0.011565154181398902
341,-0.09932110378680792,-0.17415259466007332,0.021528395483821135
342,-0.02321989770185187,-0.02490389690547821,0.16334315490680712
