t,var_pred,cvar_pred,actual
252,-0.049929031231020334,,-0.017602970778235815
253,-0.049929031231020334,,-0.02064467655331063
254,-0.049929031231020334,,0.02247711675090526
255,-0.049929031231020334,,0.019418760658421116
256,-0.049929031231020334,,-0.006853469271492079
257,-0.049929031231020334,,0.029173416788070172
258,-0.049929031231020334,,0.024222173087035313
259,-0.049929031231020334,,-0.002774963434064196
260,-0.049929031231020334,,-0.06380209861399314
261,-0.052404245036457346,,-0.016363779763300036
262,-0.052404245036457346,,-0.03539091677149253
263,-0.052404245036457346,,-0.010203021154655566
264,-0.052404245036457346,,0.0323849268374807
265,-0.052404245036457346,,-0.03539497176044313
266,-0.052404245036457346,,0.032976044019506844
267,-0.052404245036457346,,0.006255912944324117
268,-0.052404245036457346,,-0.01758032556762567
269,-0.052404245036457346,,-0.032877504046246994
270,-0.052404245036457346,,0.002822960224243932
271,-0.052404245036457346,,-0.01307426316382555
272,-0.052404245036457346,,0.03405897977599281
273,-0.052404245036457346,,0.027808938958505707
274,-0.052404245036457346,,-0.009006943491818803
275,-0.052404245036457346,,0.017846526795929192
276,-0.052404245036457346,,-0.038345956874768494
277,-0.052404245036457346,,0.0062156204856254945
278,-0.052404245036457346,,0.0068553402659932376
279,-0.049929031231020334,,-0.008239196757802842
280,-0.04645379707670628,,0.02242610979455669
281,-0.04645379707670628,,0.026654295162721622
282,-0.04645379707670628,,0.0049877453428987
283,-0.04645379707670628,,-0.0030033294140615428
284,-0.04645379707670628,,-0.011222425782679828
285,-0.04645379707670628,,0.018934399141738875
286,-0.04645379707670628,,-0.03445318502293645
287,-0.04645379707670628,,-0.027764730613045917
288,-0.04645379707670628,,0.0020372312647437417
289,-0.04645379707670628,,0.004743588200394986
290,-0.04645379707670628,,-0.019147186713807076
291,-0.04645379707670628,,-0.0009323166090364684
292,-0.04645379707670628,,0.010406941376308907
293,-0.04645379707670628,,0.008345137424263965
294,-0.04393991556589157,,-0.00792896979194595
295,-0.04393991556589157,,-0.03275236150716165
296,-0.04393991556589157,,-0.019709981200865638
297,-0.04393991556589157,,0.008656766591065127
298,-0.04393991556589157,,-0.026237166850943634
299,-0.04393991556589157,,0.016722039263046325
300,-0.04393991556589157,,-0.018100739416035568
301,-0.04393991556589157,,0.017069751373213142
302,-0.04393991556589157,,0.038155564263315164
303,-0.04393991556589157,,0.02110512248787214
304,-0.04393991556589157,,-0.007154907572551497
305,-0.04393991556589157,,0.013418426941530072
306,-0.04393991556589157,,0.004444950148910318
307,-0.04393991556589157,,-3.5571770333755804e-05
308,-0.04393991556589157,,0.04624140672188046
309,-0.04265928890985176,,-0.00040824387386155725
310,-0.04265928890985176,,0.01541471033603829
311,-0.04265928890985176,,0.032277849355218144
312,-0.04265928890985176,,0.008528667167411222
313,-0.04265928890985176,,-0.04288624735610465
314,-0.04288972845210783,,0.014269065715578424
315,-0.04288972845210783,,0.012957985125214675
316,-0.042655807813848576,,0.04806868124685913
317,-0.042655807813848576,,0.014085734669678393
318,-0.04243470126784809,,0.026169899758864138
319,-0.04243470126784809,,-0.0002692303213719887
320,-0.04243470126784809,,0.012060267655323522
321,-0.04243470126784809,,0.0295794105677314
